gid,request,priority_score,role,seed_in_kzt,seed_kept_kzt,depth,is_seed
100000008183752100,граница обхода: запросить исходящие переводы,0.008511734,peripheral,5623.936525147,5623.936525147,4,False
100000008738526100,выход не покрыт входом: запросить входящие извне выборки,0.008511734,peripheral,5623.936525147,0.000000000,3,False
100000005168487100,выход не покрыт входом: запросить входящие извне выборки,0.001462321,peripheral,5102.040816327,0.000000000,2,False
100000000456947100,нет переводов: запросить выписку за другой период и каналы,0.000000000,peripheral,0.000000000,0.000000000,0,True
100000001415126100,seed без исходящих: запросить выписку,0.000000000,peripheral,0.000000000,0.000000000,0,True
100000001429930100,seed без исходящих: запросить выписку,0.000000000,peripheral,57.487844382,57.487844382,0,True
100000003265658100,нет переводов: запросить выписку за другой период и каналы,0.000000000,peripheral,0.000000000,0.000000000,0,True
100000003349739100,нет переводов: запросить выписку за другой период и каналы,0.000000000,peripheral,0.000000000,0.000000000,0,True
100000003770083100,нет переводов: запросить выписку за другой период и каналы,0.000000000,peripheral,0.000000000,0.000000000,0,True
100000004021459100,нет переводов: запросить выписку за другой период и каналы,0.000000000,peripheral,0.000000000,0.000000000,0,True
100000004174835100,нет переводов: запросить выписку за другой период и каналы,0.000000000,peripheral,0.000000000,0.000000000,0,True
100000005017150100,нет переводов: запросить выписку за другой период и каналы,0.000000000,peripheral,0.000000000,0.000000000,0,True
100000005087431100,нет переводов: запросить выписку за другой период и каналы,0.000000000,peripheral,0.000000000,0.000000000,0,True
100000005235389100,нет переводов: запросить выписку за другой период и каналы,0.000000000,peripheral,0.000000000,0.000000000,0,True
100000005370580100,seed без исходящих: запросить выписку,0.000000000,peripheral,32.921644166,32.921644166,0,True
100000005395727100,seed без исходящих: запросить выписку,0.000000000,peripheral,817.518218873,817.518218873,0,True
100000005409680100,seed без исходящих: запросить выписку,0.000000000,peripheral,0.000000000,0.000000000,0,True
100000005454368100,seed без исходящих: запросить выписку,0.000000000,peripheral,136.029723962,136.029723962,0,True
100000005480435100,нет переводов: запросить выписку за другой период и каналы,0.000000000,peripheral,0.000000000,0.000000000,0,True
100000005495722100,нет переводов: запросить выписку за другой период и каналы,0.000000000,peripheral,0.000000000,0.000000000,0,True
100000005550592100,нет переводов: запросить выписку за другой период и каналы,0.000000000,peripheral,0.000000000,0.000000000,0,True
100000005560900100,нет переводов: запросить выписку за другой период и каналы,0.000000000,peripheral,0.000000000,0.000000000,0,True
100000005568407100,нет переводов: запросить выписку за другой период и каналы,0.000000000,peripheral,0.000000000,0.000000000,0,True
100000008117324100,нет переводов: запросить выписку за другой период и каналы,0.000000000,peripheral,0.000000000,0.000000000,0,True
100000008205000100,нет переводов: запросить выписку за другой период и каналы,0.000000000,peripheral,0.000000000,0.000000000,0,True
100000008513251100,нет переводов: запросить выписку за другой период и каналы,0.000000000,peripheral,0.000000000,0.000000000,0,True
100000008601794100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.000000000,peripheral,0.000000000,458000.000000000,0,True
100000008669037100,нет переводов: запросить выписку за другой период и каналы,0.000000000,peripheral,0.000000000,0.000000000,0,True
100000008701222100,нет переводов: запросить выписку за другой период и каналы,0.000000000,peripheral,0.000000000,0.000000000,0,True
