gid,role,role_score,cluster_id,priority_score,evidence,secondary_role,patterns,data_gap,depth,is_seed,in_deg,in_kzt,in_tx,out_deg,out_kzt,out_tx,pass_through,truncated_by_depth,seed_in_deg,in_days,out_days,fast_kzt,fast_share,early_in_share,max_payers_day,sync_days,split_days,return_flows,stable_routes,seed_in_total_kzt,seed_in_kzt,seed_self_return_kzt,seed_out_kzt,seed_forwarded_kzt,seed_origin_kzt,seed_kept_kzt,seed_sources,same_day_cycle_in_kzt,seed_share_in,seed_forwarded_share,external_share,from_fan_share,similar_segment,similar_n,similar_p_terminal,money_score,sources_score,role_weight,role_part
100000000667713100,distributor,0.319556000,5,0.279083003,"Гипотеза. Веер: 6 получателей, 7 переводов, 79 тыс. ₸; из сети получил 119 тыс. ₸; денег seed ≈107 тыс. ₸ от 1 seed.",,return_flow,,1,False,2,119495.000000000,10,6,79236.000000000,7,0.663090506,False,1,7,6,37450.000000000,0.313402234,1.000000000,1,0,0,2,0,106745.000000000,106745.000000000,0.000000000,54591.944328721,54591.944328721,0.000000000,52153.055671279,1,12750.000000000,0.893300975,0.511423901,0.160911707,0.893300975,"3+ дней, от «веера»",142,0.422535211,0.443125846,0.000000000,0.600000000,0.191733600
100000000673868100,distributor,0.338000000,30,0.060840000,"Гипотеза. Веер: 5 получателей, 19 переводов, 383 тыс. ₸; из сети получил 2,0 млн ₸; денег seed не видно.",,return_flow;stable_route,,3,False,1,2030650.000000000,5,5,383000.000000000,19,0.188609559,False,0,5,10,292000.000000000,0.143796321,1.000000000,1,0,0,2,2,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,1091250.000000000,0.000000000,0.000000000,0.289817232,0.000000000,"3+ дней, не от «веера»",140,0.321428571,0.000000000,0.000000000,0.600000000,0.202800000
100000000673915100,peripheral,0.200000000,35,0.000000000,"4-е колено, выход не виден. Из 376 похожих узлов выход ≤10% у 64% — мало для вывода. Получил 20 тыс. ₸.",,boundary,граница обхода: запросить исходящие переводы,4,False,1,20200.000000000,1,0,0.000000000,0,,True,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000703894100,peripheral,0.500000000,29,0.230035207,"Гипотеза. Периферия: получил 120 тыс. ₸ (1 перевод), отдал 35 тыс. ₸ (29%) 1 получателю; денег seed ≈120 тыс. ₸ от 1 seed; признаков ролей не выявлено.",,,"модельный остаток seed: проверить остаток, межбанк и наличные",1,False,1,120000.000000000,1,1,35000.000000000,1,0.291666667,False,1,1,1,0.000000000,0.000000000,1.000000000,1,0,0,0,0,120000.000000000,120000.000000000,0.000000000,0.000000000,0.000000000,0.000000000,120000.000000000,1,0.000000000,1.000000000,0.000000000,1.000000000,0.000000000,"1 день, не от «веера»",376,0.643617021,0.460070414,0.000000000,0.000000000,0.000000000
100000000703902100,peripheral,0.500000000,2,0.117925524,"Гипотеза. Периферия: получил 25 тыс. ₸ (1 перевод), отдал 0 ₸ (0%) 0 получателям; денег seed ≈25 тыс. ₸ от 1 seed; признаков ролей не выявлено.",,,,1,False,1,25499.000000000,1,0,0.000000000,0,0.000000000,False,1,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,25499.000000000,25499.000000000,0.000000000,0.000000000,0.000000000,0.000000000,25499.000000000,1,0.000000000,1.000000000,0.000000000,,1.000000000,"1 день, от «веера»",839,0.806912992,0.235851048,0.000000000,0.000000000,0.000000000
100000000704700100,peripheral,0.200000000,24,0.000000000,"4-е колено, выход не виден. Из 376 похожих узлов выход ≤10% у 64% — мало для вывода. Получил 10 тыс. ₸.",,boundary,граница обхода: запросить исходящие переводы,4,False,1,10000.000000000,1,0,0.000000000,0,,True,0,1,0,0.000000000,0.000000000,0.000000000,1,0,0,0,0,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,-0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000706545100,consolidator,0.390000000,5,0.465530568,"Гипотеза. Сбор: 3 плательщика, 8 переводов, 1,1 млн ₸ → 1 получатель; отдал 7%; денег seed ≈725 тыс. ₸ от 1 seed.",terminal,return_flow,"модельный остаток seed: проверить остаток, межбанк и наличные",1,False,3,1070300.000000000,8,1,75800.000000000,3,0.070821265,False,1,7,2,0.000000000,0.000000000,0.994861254,1,0,0,1,0,725025.723140496,725025.723140496,0.000000000,51347.238918107,51347.238918107,0.000000000,673678.484222389,1,0.000000000,0.677404207,0.070821265,0.000000000,0.673923199,"3+ дней, от «веера»",142,0.422535211,0.720461137,0.000000000,0.900000000,0.351000000
100000000718427100,peripheral,0.500000000,2,0.000000000,"Гипотеза. Периферия: получил 6 тыс. ₸ (1 перевод), отдал 0 ₸ (0%) 0 получателям; признаков ролей не выявлено.",,,,2,False,1,6000.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,1.000000000,"1 день, от «веера»",839,0.806912992,0.000000000,0.000000000,0.000000000,0.000000000
100000000723383100,peripheral,0.500000000,21,0.000000000,"Гипотеза. Периферия: получил 7 тыс. ₸ (1 перевод), отдал 75 тыс. ₸ (1103%) 2 получателям; признаков ролей не выявлено.",,,,2,False,1,6800.000000000,1,2,75000.000000000,2,11.029411765,False,0,1,1,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000724540100,peripheral,0.500000000,18,0.000000000,"Гипотеза. Периферия: получил 50 тыс. ₸ (1 перевод), отдал 100 тыс. ₸ (200%) 1 получателю; признаков ролей не выявлено.",,external_funding;late_inflow,выход не покрыт входом: запросить входящие извне выборки,2,False,1,50000.000000000,1,1,100000.000000000,1,2.000000000,False,0,1,1,0.000000000,0.000000000,0.000000000,1,0,0,0,0,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,-0.000000000,1.000000000,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000733373100,peripheral,0.500000000,5,0.055136578,"Гипотеза. Периферия: получил 11 тыс. ₸ (1 перевод), отдал 0 ₸ (0%) 0 получателям; денег seed ≈11 тыс. ₸ от 1 seed; признаков ролей не выявлено.",,,,2,False,1,10710.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,10710.000000000,10710.000000000,0.000000000,0.000000000,0.000000000,0.000000000,10710.000000000,1,0.000000000,1.000000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.110273155,0.000000000,0.000000000,0.000000000
100000000733451100,peripheral,0.500000000,13,0.000000000,"Гипотеза. Периферия: получил 70 тыс. ₸ (2 перевода), отдал 300 тыс. ₸ (429%) 1 получателю; признаков ролей не выявлено.",,external_funding,выход не покрыт входом: запросить входящие извне выборки,3,False,1,70000.000000000,2,1,300000.000000000,1,4.285714286,False,0,1,1,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000733940100,peripheral,0.200000000,31,0.000000000,"4-е колено, выход не виден. Из 89 похожих узлов выход ≤10% у 45% — мало для вывода. Получил 752 тыс. ₸.",,boundary,граница обхода: запросить исходящие переводы,4,False,1,752000.000000000,2,0,0.000000000,0,,True,0,2,0,0.000000000,0.000000000,0.904255319,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,0.000000000,"2 дня, не от «веера»",89,0.449438202,0.000000000,0.000000000,0.000000000,0.000000000
100000000737152100,peripheral,0.200000000,1,0.000000000,"4-е колено, выход не виден. Из 376 похожих узлов выход ≤10% у 64% — мало для вывода. Получил 35 тыс. ₸.",,boundary,граница обхода: запросить исходящие переводы,4,False,1,35000.000000000,1,0,0.000000000,0,,True,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000749118100,peripheral,0.500000000,1,0.000000000,"Гипотеза. Периферия: получил 10 тыс. ₸ (1 перевод), отдал 16 тыс. ₸ (160%) 1 получателю; признаков ролей не выявлено.",,,,3,False,1,10330.000000000,1,1,16500.000000000,1,1.597289448,False,0,1,1,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.373939394,1.000000000,"1 день, от «веера»",839,0.806912992,0.000000000,0.000000000,0.000000000,0.000000000
100000000764836100,peripheral,0.500000000,4,0.000000000,"Гипотеза. Периферия: получил 252 тыс. ₸ (1 перевод), отдал 50 тыс. ₸ (20%) 2 получателям; признаков ролей не выявлено.",,,,3,False,1,251716.000000000,1,2,50000.000000000,2,0.198636559,False,0,1,2,25000.000000000,0.099318279,1.000000000,1,0,0,0,0,174.151170669,174.151170669,0.000000000,17.296394614,17.296394614,0.000000000,156.854776055,0,0.000000000,0.000691856,0.099318279,0.500000000,1.000000000,"1 день, от «веера»",839,0.806912992,0.000000000,0.000000000,0.000000000,0.000000000
100000000765628100,peripheral,0.500000000,5,0.000000000,"Гипотеза. Периферия: получил 5 тыс. ₸ (1 перевод), отдал 0 ₸ (0%) 0 получателям; признаков ролей не выявлено.",,,,2,False,1,5000.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000769919100,terminal,0.550000000,61,0.382509999,"Гипотеза. Конечный получатель: получил 250 тыс. ₸ от 1 плательщика, отдал 0%; до 24.07 пришло 100%; денег seed ≈200 тыс. ₸ от 1 seed.",,,"модельный остаток seed: проверить остаток, межбанк и наличные",2,False,1,250000.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,200000.000000000,200000.000000000,0.000000000,0.000000000,0.000000000,0.000000000,200000.000000000,1,0.000000000,0.800000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.534019997,0.000000000,0.700000000,0.385000000
100000000782285100,peripheral,0.500000000,1,0.000000000,"Гипотеза. Периферия: получил 6 тыс. ₸ (1 перевод), отдал 0 ₸ (0%) 0 получателям; признаков ролей не выявлено.",,,,3,False,1,6151.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000783406100,peripheral,0.500000000,34,0.000000000,"Гипотеза. Периферия: получил 6 тыс. ₸ (1 перевод), отдал 0 ₸ (0%) 0 получателям; признаков ролей не выявлено.",,,,3,False,1,6066.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000785800100,transit,0.700000000,56,0.243630599,"Гипотеза. Транзит: получил 19 тыс. ₸, отдал 100%; за 0–2 дня ушло 100%; денег seed ≈19 тыс. ₸ от 1 seed.",,fast_transit;return_flow;late_inflow,,2,False,1,19000.000000000,1,1,19000.000000000,1,1.000000000,False,0,1,1,19000.000000000,1.000000000,0.000000000,1,0,0,1,0,19000.000000000,19000.000000000,0.000000000,19000.000000000,19000.000000000,0.000000000,0.000000000,1,0.000000000,1.000000000,1.000000000,0.000000000,0.000000000,"1 день, не от «веера»",376,0.643617021,0.193261199,0.000000000,0.700000000,0.490000000
100000000790311100,peripheral,0.500000000,16,0.000000000,"Гипотеза. Периферия: получил 46 тыс. ₸ (1 перевод), отдал 0 ₸ (0%) 0 получателям; признаков ролей не выявлено.",,late_inflow,,2,False,1,46300.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,0.000000000,1,0,0,0,0,1289.866054514,1289.866054514,0.000000000,0.000000000,0.000000000,0.000000000,1289.866054514,0,0.000000000,0.027858878,0.000000000,,1.000000000,"1 день, от «веера»",839,0.806912992,0.000000000,0.000000000,0.000000000,0.000000000
100000000791285100,peripheral,0.500000000,26,0.000000000,"Гипотеза. Периферия: получил 1,1 млн ₸ (2 перевода), отдал 650 тыс. ₸ (58%) 3 получателям; признаков ролей не выявлено.",,external_funding;fast_transit;return_flow;late_inflow,выход не покрыт входом: запросить входящие извне выборки,3,False,1,1120000.000000000,2,3,650000.000000000,3,0.580357143,False,0,1,2,620000.000000000,0.553571429,0.000000000,1,0,0,1,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,1120000.000000000,0.000000000,0.000000000,1.000000000,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000795033100,peripheral,0.500000000,1,0.000000000,"Гипотеза. Периферия: получил 18 тыс. ₸ (1 перевод), отдал 0 ₸ (0%) 0 получателям; признаков ролей не выявлено.",,,,2,False,1,18200.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000795129100,terminal,0.400000000,16,0.161115513,"Гипотеза. Конечный получатель: получил 332 тыс. ₸ от 1 плательщика, отдал 0%; до 24.07 пришло 0%; денег seed ≈15 тыс. ₸ от 1 seed.",,late_inflow,поздние поступления: запросить переводы за август,2,False,1,332000.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,0.000000000,1,0,0,0,0,14509.855338490,14509.855338490,0.000000000,0.000000000,0.000000000,0.000000000,14509.855338490,1,0.000000000,0.043704384,0.000000000,,1.000000000,"1 день, от «веера»",839,0.806912992,0.154231026,0.000000000,0.700000000,0.280000000
100000000795374100,peripheral,0.500000000,4,0.000000000,"Гипотеза. Периферия: получил 50 тыс. ₸ (1 перевод), отдал 0 ₸ (0%) 0 получателям; признаков ролей не выявлено.",,,,3,False,1,50000.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,-0.000000000,,1.000000000,"1 день, от «веера»",839,0.806912992,0.000000000,0.000000000,0.000000000,0.000000000
100000000802149100,terminal,0.550000000,1,0.115500000,"Гипотеза. Конечный получатель: получил 104 тыс. ₸ от 1 плательщика, отдал 0%; до 24.07 пришло 100%; денег seed не видно.",,,,3,False,1,104128.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,1.000000000,"1 день, от «веера»",839,0.806912992,0.000000000,0.000000000,0.700000000,0.385000000
100000000803368100,peripheral,0.200000000,15,0.000000000,"4-е колено, выход не виден. Из 376 похожих узлов выход ≤10% у 64% — мало для вывода. Получил 140 тыс. ₸.",,boundary,граница обхода: запросить исходящие переводы,4,False,1,139503.000000000,1,0,0.000000000,0,,True,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000806727100,peripheral,0.500000000,4,0.000000000,"Гипотеза. Периферия: получил 45 тыс. ₸ (1 перевод), отдал 5 тыс. ₸ (11%) 1 получателю; признаков ролей не выявлено.",,,,2,False,1,45000.000000000,1,1,5000.000000000,1,0.111111111,False,0,1,1,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000810551100,terminal,0.550000000,3,0.399004999,"Гипотеза. Конечный получатель: получил 100 тыс. ₸ от 1 плательщика, отдал 7%; до 24.07 пришло 100%; денег seed ≈100 тыс. ₸ от 2 seed.",,,"модельный остаток seed: проверить остаток, межбанк и наличные",1,False,1,100000.000000000,1,1,7100.000000000,1,0.071000000,False,1,1,1,0.000000000,0.000000000,1.000000000,1,0,0,0,0,100000.000000000,100000.000000000,0.000000000,0.000000000,0.000000000,0.000000000,100000.000000000,2,0.000000000,1.000000000,0.000000000,1.000000000,1.000000000,"1 день, от «веера»",839,0.806912992,0.433676665,0.333333333,0.700000000,0.385000000
100000000817146100,peripheral,0.500000000,5,0.257708684,"Гипотеза. Периферия: получил 70 тыс. ₸ (1 перевод), отдал 0 ₸ (0%) 0 получателям; денег seed ≈70 тыс. ₸ от 2 seed; признаков ролей не выявлено.",,,,1,False,1,70020.000000000,1,0,0.000000000,0,0.000000000,False,1,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,70020.000000000,70020.000000000,0.000000000,0.000000000,0.000000000,0.000000000,70020.000000000,2,0.000000000,1.000000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.382084034,0.333333333,0.000000000,0.000000000
100000000821507100,terminal,0.550000000,30,0.115500000,"Гипотеза. Конечный получатель: получил 400 тыс. ₸ от 1 плательщика, отдал 0%; до 24.07 пришло 100%; денег seed не видно.",,,,2,False,1,400000.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.700000000,0.385000000
100000000831684100,peripheral,0.500000000,11,0.077643015,"Гипотеза. Периферия: получил 15 тыс. ₸ (2 перевода), отдал 50 тыс. ₸ (333%) 1 получателю; денег seed ≈15 тыс. ₸ от 1 seed; признаков ролей не выявлено.",,fast_transit;return_flow,,2,False,1,15000.000000000,2,1,50000.000000000,3,3.333333333,False,0,1,3,15000.000000000,1.000000000,1.000000000,1,0,0,1,0,14615.985253834,14615.985253834,0.000000000,14615.985253834,14615.985253834,0.000000000,0.000000000,1,15000.000000000,0.974399017,1.000000000,0.700000000,0.000000000,"1 день, не от «веера»",376,0.643617021,0.155286031,0.000000000,0.000000000,0.000000000
100000000838385100,peripheral,0.500000000,28,0.160631305,"Гипотеза. Периферия: получил 437 тыс. ₸ (8 переводов), отдал 178 тыс. ₸ (41%) 2 получателям; денег seed ≈46 тыс. ₸ от 1 seed; признаков ролей не выявлено.",,split;return_flow;late_inflow,,3,False,1,436900.000000000,8,2,177500.000000000,6,0.406271458,False,0,5,4,122500.000000000,0.280384527,0.325703822,1,0,1,1,0,46000.000000000,46000.000000000,0.000000000,25537.338764426,25537.338764426,0.000000000,20462.661235574,1,100000.000000000,0.105287251,0.555159538,0.015211268,0.000000000,"3+ дней, не от «веера»",140,0.321428571,0.321262609,0.000000000,0.000000000,0.000000000
100000000850297100,transit,0.700000000,8,0.147000000,"Гипотеза. Транзит: получил 18 тыс. ₸, отдал 100%; за 0–2 дня ушло 100%; денег seed не видно.",,fast_transit;return_flow,,2,False,1,17520.000000000,1,1,17520.000000000,1,1.000000000,False,0,1,1,17520.000000000,1.000000000,1.000000000,1,0,0,1,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,17520.000000000,0.000000000,0.000000000,1.000000000,1.000000000,"1 день, от «веера»",839,0.806912992,0.000000000,0.000000000,0.700000000,0.490000000
100000000860514100,peripheral,0.500000000,25,0.000000000,"Гипотеза. Периферия: получил 12 тыс. ₸ (1 перевод), отдал 50 тыс. ₸ (417%) 1 получателю; признаков ролей не выявлено.",,,,3,False,1,12000.000000000,1,1,50000.000000000,1,4.166666667,False,0,1,1,0.000000000,0.000000000,1.000000000,1,0,0,0,0,2598.721682111,2598.721682111,0.000000000,2598.721682111,2598.721682111,0.000000000,0.000000000,0,0.000000000,0.216560140,1.000000000,0.760000000,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000861294100,terminal,0.400000000,7,0.221498667,"Гипотеза. Конечный получатель: получил 150 тыс. ₸ от 1 плательщика, отдал 0%; до 24.07 пришло 0%; денег seed ≈33 тыс. ₸ от 1 seed.",,late_inflow,поздние поступления: запросить переводы за август,2,False,1,150000.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,0.000000000,1,0,0,0,0,33416.580548857,33416.580548857,0.000000000,0.000000000,0.000000000,0.000000000,33416.580548857,1,0.000000000,0.222777204,0.000000000,,1.000000000,"1 день, от «веера»",839,0.806912992,0.274997334,0.000000000,0.700000000,0.280000000
100000000870121100,peripheral,0.500000000,13,0.000000000,"Гипотеза. Периферия: получил 12 тыс. ₸ (1 перевод), отдал 0 ₸ (0%) 0 получателям; признаков ролей не выявлено.",,,,3,False,1,12000.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,26.532851253,26.532851253,0.000000000,0.000000000,0.000000000,0.000000000,26.532851253,0,0.000000000,0.002211071,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000878006100,peripheral,0.500000000,6,0.000000000,"Гипотеза. Периферия: получил 47 тыс. ₸ (1 перевод), отдал 0 ₸ (0%) 0 получателям; признаков ролей не выявлено.",,,,3,False,1,47003.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,1.000000000,"1 день, от «веера»",839,0.806912992,0.000000000,0.000000000,0.000000000,0.000000000
100000000896111100,terminal,0.550000000,23,0.115500000,"Гипотеза. Конечный получатель: получил 287 тыс. ₸ от 1 плательщика, отдал 0%; до 24.07 пришло 100%; денег seed не видно.",,,,3,False,1,287100.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.700000000,0.385000000
100000000907277100,peripheral,0.500000000,2,0.090818500,"Гипотеза. Периферия: получил 18 тыс. ₸ (1 перевод), отдал 0 ₸ (0%) 0 получателям; денег seed ≈18 тыс. ₸ от 1 seed; признаков ролей не выявлено.",,,,1,False,1,17534.000000000,1,0,0.000000000,0,0.000000000,False,1,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,17534.000000000,17534.000000000,0.000000000,0.000000000,0.000000000,0.000000000,17534.000000000,1,0.000000000,1.000000000,0.000000000,,1.000000000,"1 день, от «веера»",839,0.806912992,0.181636999,0.000000000,0.000000000,0.000000000
100000000910216100,peripheral,0.500000000,3,0.000000000,"Гипотеза. Периферия: получил 71 тыс. ₸ (3 перевода), отдал 52 тыс. ₸ (73%) 1 получателю; признаков ролей не выявлено.",,,,2,False,1,71000.000000000,3,1,52010.000000000,1,0.732535211,False,0,3,1,0.000000000,0.000000000,1.000000000,1,0,0,0,0,1595.242800501,1595.242800501,0.000000000,1168.571521888,1168.571521888,0.000000000,426.671278613,0,0.000000000,0.022468208,0.732535211,0.000000000,1.000000000,"3+ дней, от «веера»",142,0.422535211,0.000000000,0.000000000,0.000000000,0.000000000
100000000912487100,peripheral,0.500000000,3,0.000000000,"Гипотеза. Периферия: получил 10 тыс. ₸ (1 перевод), отдал 0 ₸ (0%) 0 получателям; признаков ролей не выявлено.",,,,2,False,1,10000.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,1364.030807493,1364.030807493,0.000000000,0.000000000,0.000000000,0.000000000,1364.030807493,0,0.000000000,0.136403081,0.000000000,,1.000000000,"1 день, от «веера»",839,0.806912992,0.000000000,0.000000000,0.000000000,0.000000000
100000000913911100,peripheral,0.500000000,3,0.046688679,"Гипотеза. Периферия: получил 467 тыс. ₸ (2 перевода), отдал 600 тыс. ₸ (128%) 1 получателю; денег seed ≈10 тыс. ₸ от 1 seed; признаков ролей не выявлено.",,late_inflow,,2,False,2,467000.000000000,2,1,600000.000000000,1,1.284796574,False,0,1,1,0.000000000,0.000000000,0.000000000,2,0,0,0,0,9530.201342282,9530.201342282,0.000000000,9530.201342282,9530.201342282,0.000000000,0.000000000,1,0.000000000,0.020407283,1.000000000,0.221666667,0.912205567,"1 день, от «веера»",839,0.806912992,0.093377357,0.000000000,0.000000000,0.000000000
100000000917179100,peripheral,0.500000000,15,0.000000000,"Гипотеза. Периферия: получил 94 тыс. ₸ (2 перевода), отдал 0 ₸ (0%) 0 получателям; признаков ролей не выявлено.",,late_inflow,,2,False,1,94465.000000000,2,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,0.000000000,1,0,0,0,0,3309.996643633,3309.996643633,0.000000000,0.000000000,0.000000000,0.000000000,3309.996643633,0,0.000000000,0.035039397,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000922570100,transit,0.419226000,11,0.250380814,"Гипотеза. Транзит: получил 47 тыс. ₸, отдал 106%; за 0–2 дня ушло 0%; денег seed ≈47 тыс. ₸ от 1 seed.",,,,1,False,1,47101.000000000,1,1,50000.000000000,1,1.061548587,False,1,1,1,0.000000000,0.000000000,1.000000000,1,0,0,0,0,47101.000000000,47101.000000000,0.000000000,0.000000000,0.000000000,0.000000000,47101.000000000,1,0.000000000,1.000000000,0.000000000,1.000000000,1.000000000,"1 день, от «веера»",839,0.806912992,0.324686708,0.000000000,0.700000000,0.293458200
